pmid,title,abstract,journal,year,search_query
31796030,Use of skincare products and risk of cancer of the breast and endometrium: a prospective cohort study.,"Concerns have been raised that extensive use of personal care products that contain endocrine disrupting compounds increase the risk of hormone sensitive cancers. To assess the effect of skincare product use on the risk of pre- and postmenopausal breast cancer, estrogen receptor positive (ER+) and negative (ER-) breast cancer and cancer of the endometrium. We used data from 106,978 participants in the population-based Norwegian Women and Cancer cohort. Participants were categorized into non-, light, moderate, frequent and heavy users of skincare products based on self-reported use of hand and facial cream and body lotion. Cancer incidence information from the Cancer Registry of Norway was linked to individual data through the unique identity number of Norwegian citizens. Multivariable Cox proportional hazard regression was used to assess the effect of skincare product use on the risk of cancer of the breast and endometrium. We used multiple imputation by chained equations to evaluate the effect of missing data on observed associations. We found no associations between use of skincare products and incidence of premenopausal breast cancer (frequent/heavy versus non-/light use: hazard ratio [HR] =1.10, 95% confidence interval [CI]: 0.92-1.32), postmenopausal breast cancer (heavy versus light use: HR = 0.87, 95% CI: 0.65-1.18, frequent versus light use: HR = 0.97, 95% CI: 0.88, 1.07) or endometrial cancer (frequent/heavy versus non-/light use: HR = 0.97, 95% CI: 0.79-1.20). Use of skincare products did not increase the risk of ER+ or ER- breast cancer and there was no difference in effect across ER status (0.58 ≤ p<sub>heterogeneity</sub> ≤ 0.99). The magnitude and direction of the effect estimates based on complete case analyses and multiple imputation were similar. Heavy use of skincare products, i.e. creaming the body up to two times per day during mid-life, did not increase the risk of cancer of the breast or endometrium.",Environmental health : a global access science source,2019,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
31412822,A prospective investigation of oral contraceptive use and breast cancer mortality: findings from the Swedish women's lifestyle and health cohort.,"The association between oral contraceptive (OC) use and long-term mortality remains uncertain and previous studies have reported conflicting findings. We aim to assess the long-term impact of OC use on all-cause and cancer-specific mortality. Out of 49,259 participants, we analysed data on 2120 (4.3%) women diagnosed with first primary breast cancer between 1993 and 2012, in the Swedish Women's Lifestyle and Health Study. Kaplan-Meier plots were used to graph the hazard of mortality in association with oral contraceptives use, stage of disease and hormone receptors status at diagnosis. Cox proportional hazard model were used to estimate hazard ratios (HR) between OC use and all-cause mortality. The same association was studied for breast cancer-specific mortality by modelling the log cumulative mortality risk, adjusting for clinical stage at diagnosis, hormone receptor status, body mass index and smoking. Among 2120 women with breast cancer, 1268 (84%) reported ever use of OC and 254 died within 10 years of diagnosis. The risk of death for OC ever-users relative to never-users was: HR = 1.13 (95% CI: 0.66-1.94) for all-cause mortality and HR = 1.29 (95% CI: 0.53-3.18) for breast cancer-specific mortality. A high percentage of women (42.9%) were diagnosed at early stage disease (stage I). Among women with primary breast cancer, OC ever-users compared to never- users did not have a higher all-cause or breast cancer specific-mortality, after the adjustment of risk factors.",BMC cancer,2019,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
31122807,Adjuvant Chemotherapy for Breast Cancer in Older Women: An Analysis of Retrospective English Cancer Registration Data.,"Adjuvant chemotherapy is recommended as a treatment for women with high recurrence risk early breast cancer. Older women are less likely to receive chemotherapy than younger women. This study investigated the impact of chemotherapy on breast cancer-specific survival in women aged 70 + years using English registry data. Cancer registration data were obtained from two English regions from 2002 to 2012 (n = 29 728). The impact of patient-level characteristics on the probability of receiving adjuvant chemotherapy was explored using logistic regression. Survival modelling was undertaken to show the effect of chemotherapy and age/health status on breast cancer-specific survival. Missing data were handled using multiple imputation. In total, 11 735 surgically treated early breast cancer patients were identified. Use of adjuvant chemotherapy has increased over time. Younger age at diagnosis, increased nodal involvement, tumour size and grade, oestrogen receptor-negative or human epidermal growth factor receptor 2-positive disease were all associated with increased probability of receiving chemotherapy. Chemotherapy was associated with a significant reduction in the hazard of breast cancer-specific mortality in women with high risk cancer, after adjusting for patient-level characteristics (hazard ratio 0.74, 95% confidence interval 0.67-0.81). Chemotherapy is associated with an improved breast cancer-specific survival in older women with early breast cancer at high risk of recurrence . Lower rates of chemotherapy use in older women may, therefore, contribute to inferior cancer outcomes. Decisions on potential benefits for individual patients should be made on the basis of life expectancy, treatment tolerance and patient preference.",Clinical oncology (Royal College of Radiologists (Great Britain)),2019,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
30868652,Multiple imputation for discrete data: Evaluation of the joint latent normal model.,"Missing data are ubiquitous in clinical and social research, and multiple imputation (MI) is increasingly the methodology of choice for practitioners. Two principal strategies for imputation have been proposed in the literature: joint modelling multiple imputation (JM-MI) and full conditional specification multiple imputation (FCS-MI). While JM-MI is arguably a preferable approach, because it involves specification of an explicit imputation model, FCS-MI is pragmatically appealing, because of its flexibility in handling different types of variables. JM-MI has developed from the multivariate normal model, and latent normal variables have been proposed as a natural way to extend this model to handle categorical variables. In this article, we evaluate the latent normal model through an extensive simulation study and an application on data from the German Breast Cancer Study Group, comparing the results with FCS-MI. We divide our investigation in four sections, focusing on (i) binary, (ii) categorical, (iii) ordinal, and (iv) count data. Using data simulated from both the latent normal model and the general location model, we find that in all but one extreme general location model setting JM-MI works very well, and sometimes outperforms FCS-MI. We conclude the latent normal model, implemented in the R package jomo, can be used with confidence by researchers, both for single and multilevel multiple imputation.",Biometrical journal. Biometrische Zeitschrift,2019,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
30633334,Progressive resistance training to prevent arm lymphedema in the first year after breast cancer surgery: Results of a randomized controlled trial.,"Existing research suggests that progressive resistance training (PRT) after breast cancer (BC) surgery is safe, but the preventive effect on arm lymphedema has yet to be determined. Women aged 18 to 75 years who were undergoing BC surgery with axillary lymph node dissection were eligible for the study. Recruited on the day of surgery, participants were allocated to intervention or usual care by computer randomization. The intervention consisted of PRT 3 times per week: in the first 20 weeks as a supervised group exercise and in the last 30 weeks as a self-administered exercise. The primary outcome was arm lymphedema, which was defined as a >3% increase in the interlimb volume difference by water displacement. Measurements were made at the baseline and at a 12-month follow-up by physiotherapists blinded to group allocation. Analyses of effects included t tests and regression models; missing data were addressed by multiple imputation. Among the 158 randomized women, no mean group difference was found in arm volume (0.3%; 95% confidence interval, -1.7% to 2.3%) or lymphedema incidence (adjusted odds ratio, 1.2; 95% confidence interval, 0.5-2.8). None of the participants exited the program because of adverse events. This study provides no evidence that PRT can prevent arm lymphedema in the first year after BC, but the results corroborate the importance and safety of resistance training for patients, including women at high risk for lymphedema.",Cancer,2019,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
30610561,Lessons Learned Regarding Missing Clinical Stage in the National Cancer Database.,"The National Cancer Database (NCDB) is a valuable resource for studying national cancer treatment patterns. However, data abstraction rules from 2004 to 2007 resulted in missing clinical stage for a high percentage of cases. We investigated how this missingness can bias results in breast cancer studies including patients treated with neoadjuvant chemotherapy (NAC). The impact of missing clinical stage on the estimated percentage of breast cancers treated with NAC versus adjuvant chemotherapy (AC) was examined from 2004 to 2013. Trends in NAC use were presented, excluding those cases with missing clinical stage, and compared with trends after multiple imputation, performed using the chained equations approach with predictive mean matching. Clinical stage was missing for 56% of cases in 2004-2007, versus 12% in 2008-2013, and was missing more than twice as often for AC patients versus NAC patients (31% vs. 12% overall), with the largest difference occurring in 2004-2007 (60% vs. 27% missing). Because stage was more frequently missing in AC patients, excluding those missing clinical stage introduced bias when considering NAC versus AC trends. With multiple imputation, significant increases in NAC use were identified between 2004 and 2013 for each stage: use for stage I was 2% in 2004 and 5% in 2013, use for stage II was 11% in 2004 and 24% in 2013, use for stage III was 34% in 2004 and 46% in 2013, in contrast to an analysis excluding those missing stage, which suggested little or no increase within any stage. NCDB data abstraction rules from 2004 to 2007 resulted in missing clinical stage for > 50% of breast cancers, which may introduce substantial bias. Multiple imputation or exclusion of the years 2004-2007 should be considered to mitigate the problem of missing clinical stage in NCDB.",Annals of surgical oncology,2019,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
30014575,Multiple imputation in Cox regression when there are time-varying effects of covariates.,"In Cox regression, it is important to test the proportional hazards assumption and sometimes of interest in itself to study time-varying effects (TVEs) of covariates. TVEs can be investigated with log hazard ratios modelled as a function of time. Missing data on covariates are common and multiple imputation is a popular approach to handling this to avoid the potential bias and efficiency loss resulting from a ""complete-case"" analysis. Two multiple imputation methods have been proposed for when the substantive model is a Cox proportional hazards regression: an approximate method (Imputing missing covariate values for the Cox model in Statistics in Medicine (2009) by White and Royston) and a substantive-model-compatible method (Multiple imputation of covariates by fully conditional specification: accommodating the substantive model in Statistical Methods in Medical Research (2015) by Bartlett et al). At present, neither accommodates TVEs of covariates. We extend them to do so for a general form for the TVEs and give specific details for TVEs modelled using restricted cubic splines. Simulation studies assess the performance of the methods under several underlying shapes for TVEs. Our proposed methods give approximately unbiased TVE estimates for binary covariates with missing data, but for continuous covariates, the substantive-model-compatible method performs better. The methods also give approximately correct type I errors in the test for proportional hazards when there is no TVE and gain power to detect TVEs relative to complete-case analysis. Ignoring TVEs at the imputation stage results in biased TVE estimates, incorrect type I errors, and substantial loss of power in detecting TVEs. We also propose a multivariable TVE model selection algorithm. The methods are illustrated using data from the Rotterdam Breast Cancer Study. R code is provided.",Statistics in medicine,2018,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
30014030,Occupational inequalities in female cancer incidence in Japan: Hospital-based matched case-control study with occupational class.,"Socioeconomic inequalities in female cancer incidence have previously been undocumented in Japan. Using a nationwide inpatient dataset (1984-2016) in Japan, we identified 143,806 female cancer cases and 703,157 controls matched for sex, age, admission date, and admitting hospital, and performed a hospital-based matched case-control study. Based on standardized national classification, we categorized patients' socioeconomic status (SES) by occupational class (blue-collar, service, professional, manager), cross-classified by industry sector (blue-collar, service, white-collar). Using blue-collar workers in blue-collar industries as the reference group, we estimated the odds ratio (OR) for each cancer incidence using conditional logistic regression with multiple imputation, adjusted for major modifiable risk factors (smoking, alcohol consumption). We identified lower risks among higher-SES women for common and overall cancers: e.g., ORs for managers in blue-collar industries were 0.67 (95% confidence interval [CI], 0.46-0.98) for stomach cancer and 0.40 (95% CI, 0.19-0.86) for lung cancer. Higher risks with higher SES were evident for breast cancer: the OR for professionals in service industries was 1.60 (95% CI, 1.29-1.98). With some cancers, homemakers showed a similar trend to subjects with higher SES; however, the magnitude of the OR was weaker than those with higher SES. Even after controlling for major modifiable risk factors, socioeconomic inequalities were evident for female cancer incidence in Japan.",SSM - population health,2018,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
29790154,Omission of surgery in older women with early breast cancer has an adverse impact on breast cancer-specific survival.,"Primary endocrine therapy is used as an alternative to surgery in up to 40 per cent of women with early breast cancer aged over 70 years in the UK. This study investigated the impact of surgery versus primary endocrine therapy on breast cancer-specific survival (BCSS) in older women. Cancer registration data for 2002-2010 were obtained from two English regions. A retrospective analysis was performed for women with oestrogen receptor (ER)-positive disease, using statistical modelling to show the effect of treatment (surgery or primary endocrine therapy) and age and health status on BCSS. Missing data were handled using multiple imputation. Cancer registration data on 23 961 women were retrieved. After data preprocessing, 18 730 of 23 849 women (78·5 per cent) were identified as having ER-positive disease; of these, 10 087 (53·9 per cent) had surgery and 8643 (46·1 per cent) had primary endocrine therapy. BCSS was worse in the primary endocrine therapy group than in the surgical group (5-year BCSS rate 69·4 and 89·9 per cent respectively). This was true for all strata considered, although the difference was less in the cohort with the greatest degree of co-morbidity. For older, frailer patients the hazard of breast cancer death had less relative impact on overall survival. BCSS in older women with ER-positive disease is worse if surgery is omitted. This treatment choice may contribute to inferior cancer outcomes. Selection for surgery on the basis of predicted life expectancy may permit choice of women for whom surgery confers little benefit.",The British journal of surgery,2018,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
29717943,Cox regression analysis with missing covariates via nonparametric multiple imputation.,"We consider the situation of estimating Cox regression in which some covariates are subject to missing, and there exists additional information (including observed event time, censoring indicator and fully observed covariates) which may be predictive of the missing covariates. We propose to use two working regression models: one for predicting the missing covariates and the other for predicting the missing probabilities. For each missing covariate observation, these two working models are used to define a nearest neighbor imputing set. This set is then used to non-parametrically impute covariate values for the missing observation. Upon the completion of imputation, Cox regression is performed on the multiply imputed datasets to estimate the regression coefficients. In a simulation study, we compare the nonparametric multiple imputation approach with the augmented inverse probability weighted (AIPW) method, which directly incorporates the two working models into estimation of Cox regression, and the predictive mean matching imputation (PMM) method. We show that all approaches can reduce bias due to non-ignorable missing mechanism. The proposed nonparametric imputation method is robust to mis-specification of either one of the two working models and robust to mis-specification of the link function of the two working models. In contrast, the PMM method is sensitive to misspecification of the covariates included in imputation. The AIPW method is sensitive to the selection probability. We apply the approaches to a breast cancer dataset from Surveillance, Epidemiology and End Results (SEER) Program.",Statistical methods in medical research,2019,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
29713563,Comparison of pathological characteristics between self-detected and screen-detected invasive breast cancers in Chinese women: a retrospective study.,"In China, there is insufficient evidence to support that screening programs can detect breast cancer earlier and improve outcomes compared with patient self-reporting. Therefore, we compared the pathological characteristics at diagnosis between self-detected and screen-detected cases of invasive breast cancer at our institution and determined whether these characteristics were different after the program's introduction (vs. prior to). Three databases were selected (breast cancer diagnosed in 1995-2000, 2010, and 2015), which provided a total of 3,014 female patients with invasive breast cancer. The cases were divided into self-detected and screen-detected groups. The pathological characteristics were compared between the two groups and multiple imputation and complete randomized imputation were used to deal with missing data. Compared with patient self-reporting, screening was associated with the following factors: a higher percentage of stage T1 tumors (75.0% vs 17.1%, <i>P</i> = 0.109 in 1995-2000; 66.7% vs 40.4%, <i>P</i> < 0.001 in 2010; 67.8% vs 35.7%, <i>P</i> < 0.001 in 2015); a higher percentage of tumors with stage N0 lymph node status (67.3% vs. 48.4%, <i>P</i> = 0.007 in 2010); and a higher percentage of histologic grade I tumors (22.9% vs 13.9%, <i>P</i> = 0.017 in 2010). Screen-detected breast cancer was associated with a greater number of favorable pathological characteristics. However, although screening had a beneficial role in early detection in China, we found fewer patients were detected by screening in this study compared with those in Western and Asian developed countries.",PeerJ,2018,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
29593010,Differences in Breast Cancer Survival by Molecular Subtypes in the United States.,"<b>Background:</b> Although incidence rates of breast cancer molecular subtypes are well documented, effects of molecular subtypes on breast cancer-specific survival using the largest population coverage to date are unknown in the U.S. <b>Methods:</b> Using Surveillance, Epidemiology and End Results cancer registry data, we assessed survival after breast cancer diagnosis among women diagnosed during 2010 to 2013 and followed through December 31, 2014. Breast cancer molecular subtypes defined by joint hormone receptor [HR, estrogen receptor (ER) and/or progesterone receptor (PR)] and HER2 status were assessed. Multiple imputation was used to fill in missing receptor status. Four-year breast cancer-specific survival per molecular subtypes and clinical/demographic factors were calculated. A Cox proportional hazards model was used to evaluate survival while controlling for clinical and demographic factors.<b>Results:</b> The best survival pattern was observed among women with HR<sup>+</sup>/HER2<sup>-</sup> subtype (survival rate of 92.5% at 4 years), followed by HR<sup>+</sup>/HER2<sup>+</sup> (90.3%), HR<sup>-</sup>/HER2<sup>+</sup> (82.7%), and finally worst survival for triple-negative subtype (77.0%). Notably, failing to impute cases with missing receptor status leads to overestimation of survival because those with missing receptor status tend to have worse prognostic features. Survival differed substantially by stage at diagnosis. Among <i>de novo</i> stage IV disease, women with HR<sup>+</sup>/HER2<sup>+</sup> subtype experienced better survival than those with HR<sup>+</sup>/HER2<sup>-</sup> subtype (45.5% vs. 35.9%), even after controlling for other factors.<b>Conclusions:</b> Divergence of survival curves in stage IV HR<sup>+</sup>/HER2<sup>+</sup> versus HR<sup>+</sup>/HER2<sup>-</sup> subtype is likely attributable to major advances in HER2-targeted treatment.<b>Impact:</b> Contrary to conventional thought, HR<sup>+</sup>/HER2<sup>+</sup> subtype experienced better survival than HR<sup>+</sup>/HER2<sup>-</sup> in advanced-stage disease. <i>Cancer Epidemiol Biomarkers Prev; 27(6); 619-26. ©2018 AACR</i>.","Cancer epidemiology, biomarkers & prevention : a publication of the American Association for Cancer Research, cosponsored by the American Society of Preventive Oncology",2018,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
29349773,Progestin-only and combined oral contraceptives and receptor-defined premenopausal breast cancer risk: The Norwegian Women and Cancer Study.,"Receptor-defined subtypes of breast cancer represent distinct cancer types and have differences in risk factors. Whether the two main hormonal forms of oral contraceptives (OCs); i.e. progestin-only (POC) and combined oral contraceptives (COC), are differentially associated with these subtypes are not well known. The aim of our study was to assess the effect of POC and COC use on hormone receptor-defined breast cancer risk in premenopausal women in a prospective population-based cohort - The Norwegian Women and Cancer Study (NOWAC). Information on OC use was collected from 74,862 premenopausal women at baseline. Updated information was applied when follow-up information became available. Multiple imputation was performed to handle missing data, and multivariable Cox regression models were used to calculate hazard ratios (HR) for breast cancer. 1,245 incident invasive breast cancer cases occurred. POC use ≥5 years was associated with ER+ (HR = 1.59, 95% CI 1.09- 2.32, p<sub>trend</sub>  = 0.03) and ER+/PR+ cancer (HR = 1.63, 95% CI 1.07-2.48, p<sub>trend</sub>  = 0.05), and was not associated with ER- (p<sub>heterogeneity</sub>  = 0.36) or ER-/PR- (p<sub>heterogeneity</sub>  = 0.49) cancer. COC use was associated with ER- and ER-/PR- cancer, but did not increase risk of ER+ and ER+/PR+ cancer. Current COC use gave different estimates for ER/PR-defined subtypes (p<sub>heterogeneity</sub>  = 0.04). This is the first study to show significant associations between POC use and hormone receptor-positive breast cancer. The lack of power to distinguish effects of POC use on subtype development calls for the need of larger studies to confirm our finding.",International journal of cancer,2018,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
28615951,"Long-Term Cause-Specific Mortality After Surgery for Women With Breast Cancer: A 20-Year Follow-Up Study From Surveillance, Epidemiology, and End Results Cancer Registries.","Research into long-term cause-specific mortality of women diagnosed with breast cancer is important because it allows for the splitting of the population into patients who eventually die from breast cancer and from other causes. The adoption of this approach helps to identify patients with an elevated risk of eventual death from breast cancer. The primary aim of this study was to examine the associations between both sociodemographic and clinicopathologic characteristics and the underlying risks of death from breast cancer and from other causes for women diagnosed with breast cancer. A second aim was to propose a predictive biomarker of cause-specific mortality in terms of treatment and several important characteristics of a patient. A cohort of 16 511 female patients diagnosed with breast cancer in 1990 was obtained from the Surveillance, Epidemiology, and End Results cancer registries and followed for 20 years. A mixture model for the regression analysis of competing risks was used to identify factors and confounders that affected either the eventual cause-specific mortality or conditional cause-specific hazard rates, or both. Missing data were handled with multiple imputation. Curvilinear relationships of age at diagnosis along with race, marital status, breast cancer type, tumor size, estrogen receptor status, extension, lymph node status, type of surgery, and radiotherapy status were significant risk factors for the cause-specific mortality, with extension and lymph node status appearing to be confounded with the effects of both type of surgery and radiotherapy status. The score obtained from combining a set of predictors showed to be an accurate predictive biomarker. In cause-specific mortality of women diagnosed breast cancer, prognosis appears to depend on both sociodemographic and clinicopathologic factors. The predictive biomarker proposed in this study may help identifying the level of seriousness of the disease earlier than traditional methods, potentially guiding future allocation of resources for better patient care and management strategies.",Breast cancer : basic and clinical research,2017,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
28474262,Multivariate model to identify women at low risk of cancer upgrade after a core needle biopsy diagnosis of atypical ductal hyperplasia.,"Atypical ductal hyperplasia (ADH) identified on percutaneous breast biopsy represents a high-risk lesion, upgrading to cancer with surgical excision in ~7-45.8% of cases. Routine excision is questioned due to potential overtreatment and cost. This study evaluates clinical, imaging, and histologic features to predict the risk of upgrade. With IRB approval, a single-institution retrospective review was performed of patients who underwent surgical excision of ADH diagnosed by core biopsy from June 2005 to June 2013. We reviewed electronic medical records, breast imaging, and biopsy slides. Multiple imputation was used for missing data. Association of various features with cancer upgrade was assessed using logistic regression. Among 399 cases, the upgrade rate to cancer was 16.0%, (95% CI: 12.8-20.0%), with nine invasive cancers and 55 ductal carcinoma in situ (DCIS) only. Via a logistic regression approach, we defined a subgroup with low risk for upgrade: women whose biopsies showed no individual cell necrosis, and either a) 1 focus of ADH with ≥50% removal, or b) 2-3 foci with ≥90% removal. Cases meeting these criteria had an upgrade rate of 4.9% (95% CI: 1.0-8.9%), compared to 21.4% (16.4-26.3%) in cases that did not meet this low-risk definition. ADH on core biopsy with low risk of upgrade to cancer is defined by lack of individual cell necrosis, number of foci of ADH, and percent of imaging lesion removed. If these findings are validated, women whose biopsies meet low-risk criteria might be considered for prevention therapy and surveillance without surgical excision.",Breast cancer research and treatment,2017,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
28453646,Protecting Confidentiality in Cancer Registry Data With Geographic Identifiers.,"The National Cancer Institute's Surveillance, Epidemiology, and End Results Program releases research files of cancer registry data. These files include geographic information at the county level, but no finer. Access to finer geography, such as census tract identifiers, would enable richer analyses-for example, examination of health disparities across neighborhoods. To date, tract identifiers have been left off the research files because they could compromise the confidentiality of patients' identities. We present an approach to inclusion of tract identifiers based on multiply imputed, synthetic data. The idea is to build a predictive model of tract locations, given patient and tumor characteristics, and randomly simulate the tract of each patient by sampling from this model. For the predictive model, we use multivariate regression trees fitted to the latitude and longitude of the population centroid of each tract. We implement the approach in the registry data from California. The method results in synthetic data that reproduce a wide range (but not all) of analyses of census tract socioeconomic cancer disparities and have relatively low disclosure risks, which we assess by comparing individual patients' actual and synthetic tract locations. We conclude with a discussion of how synthetic data sets can be used by researchers with cancer registry data.",American journal of epidemiology,2017,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
28319455,Joint model imputation to estimate the treatment effect on long-term survival using auxiliary events.,"Clinical trial duration may be a concern in clinical research, especially in cancer trials where the endpoint is overall survival. A surrogate endpoint can be used as an auxiliary variable to analyze the treatment effect earlier. At an early time point, the high number of censored observations can be compensated by the imputation of the unobserved deaths times. We propose to use predictions of the risk of death from a joint model for a recurrent event and a terminal event, which account for disease relapse information. Two imputation methods were compared: sampling from the estimated parametric distribution of the survival time and sampling using its nonparametric estimation. The treatment effect and its standard error were estimated via multiple imputations. The performances of the two methods were compared in terms of bias in the estimates, standard errors, and coverage probability. Both methods were then retrospectively applied to two randomized clinical trials studying the effect of adjuvant chemotherapy in breast cancer patients.",Journal of biopharmaceutical statistics,2017,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
28033448,"Second Opinions From Medical Oncologists for Early-Stage Breast Cancer: Prevalence, Correlates, and Consequences.","Advances in the evaluation and treatment of breast cancer have made the clinical decision-making context much more complex. A second opinion from a medical oncologist may facilitate decision making for women with breast cancer, yet little is known about second opinion use. To investigate the patterns and correlates of second opinion use and the effect on chemotherapy decisions. A total of 1901 women newly diagnosed with stages 0 to II breast cancer between July 2013 and September 2014 (response rate, 71.0%) were accrued through 2 population-based Surveillance, Epidemiology, and End Results registries (Georgia and Los Angeles County, California) and surveyed about their experiences with medical oncologists, decision making, and chemotherapy use. Factors associated with second opinion use were evaluated using logistic regression. Also assessed was the association between second opinion and chemotherapy use, adjusting for chemotherapy indication and propensity for receiving a second opinion. Multiple imputation and weighting were used to account for missing data. A total of 1901 patients with stage I to II breast cancer (mean [SD] age, 61.6 [11.0] years; 1071 [56.3%] non-Hispanic white) saw any medical oncologist. Analysis of multiply imputed, weighted data (mean n = 1866) showed that 168 (9.8%) (SE, 0.74%) received a second opinion and 54 (3.2%) (SE, 0.47%) received chemotherapy from the second oncologist. Satisfaction with chemotherapy decisions was high and did not differ between those who did (mean [SD], 4.3 [0.08] on a 1- to 5-point scale) or did not (4.4 [0.03]) obtain a second opinion (P = .29). Predictors of second opinion use included college education vs less education (odds ratio [OR], 1.85; 95% CI, 1.24-2.75), frequent use of internet-based support groups (OR, 2.15; 95% CI, 1.12-4.11), an intermediate result on the 21-gene recurrence score assay (OR, 1.85; 95% CI, 1.11-3.09), and a variant of uncertain significance on hereditary cancer genetic testing (OR, 3.24; 95% CI, 1.09-9.59). After controlling for patient and tumor characteristics, second opinion use was not associated with chemotherapy receipt (OR, 1.04; 95% CI, 0.71-1.52). Second opinion use was low (<10%) among patients with early-stage breast cancer, and high decision satisfaction regardless of second opinion use suggests little unmet demand. Along with educational level and use of internet support groups, uncertain results on genomic testing predicted second opinion use. Patient demand for second opinions may increase as more complex genomic tests are disseminated.",JAMA oncology,2017,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
27983668,Hispanic and Immigrant Paradoxes in U.S. Breast Cancer Mortality: Impact of Neighborhood Poverty and Hispanic Density.,"To test the Hispanic and Immigrant Paradoxes-i.e., survival advantages despite a worse risk factor profile-and the modifying role of neighborhood context, we examined associations between patient ethnicity, birthplace, neighborhood Hispanic density and neighborhood poverty among 166,254 female breast cancer patients diagnosed 1995-2009 in Texas, U.S. Of all, 79.9% were non-Hispanic White, 15.8% Hispanic U.S.-born, and 4.2% Hispanic foreign-born. We imputed birthplace for the 60.7% of Hispanics missing birthplace data using multiple imputation. Shared frailty Cox proportional hazard models (patients nested within census tracts) adjusted for age, diagnosis year, stage, grade, histology, urban/rural residence, and local mammography capacity. Whites (vs. U.S.-born Hispanics) had increased all-cause and breast cancer mortality. Foreign-born (vs. U.S.-born) Hispanics had increased all-cause and breast cancer mortality. Living in higher Hispanic density neighborhoods was generally associated with increased mortality, although associations differed slightly in magnitude and significance by ethnicity, birthplace, and neighborhood poverty. We found no evidence of an Immigrant Paradox and some evidence of a Hispanic Paradox where protective effects were limited to U.S.-born Hispanics. Contrary to prior studies, foreign birthplace and residence in higher Hispanic density neighborhoods were associated with increased mortality. More research on intersections between ethnicity, birthplace and neighborhood context are needed.",International journal of environmental research and public health,2016,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
27921315,Imputing estrogen receptor (ER) status in a population-based cancer registry: a sensitivity analysis.,"Breast cancers are clinically heterogeneous based on tumor markers. The National Cancer Institute's Surveillance, Epidemiology, and End Results (SEER) Program provides baseline data on these tumor markers for reporting cancer burden and trends over time in the US general population. These tumor markers, however, are often prone to missing observations. In particular, estrogen receptor (ER) status, a key biomarker in the study of breast cancer, has been collected since 1992 but historically was not well-reported, with missingness rates as high as 25% in early years. Previous methods used to correct estimates of breast cancer incidence or ER-related odds or prevalence ratios for unknown ER status have relied on a missing-at-random (MAR) assumption. In this paper, we explore the sensitivity of these key estimates to departures from MAR. We develop a predictive mean matching procedure that can be used to multiply impute missing ER status under either an MAR or a missing not at random assumption and apply it to the SEER breast cancer data (1992-2012). The imputation procedure uses the predictive power of the rich set of covariates available in the SEER registry while also allowing us to investigate the impact of departures from MAR. We find some differences in inference under the two assumptions, although the magnitude of differences tends to be small. For the types of analyses typically of primary interest, we recommend imputing SEER breast cancer biomarkers under an MAR assumption, given the small apparent differences under MAR and missing not at random assumptions. Copyright © 2016 John Wiley & Sons, Ltd.",Statistics in medicine,2017,"(""breast cancer""[Title/Abstract]) AND (""multiple imputation""[Title/Abstract])"
